LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,default,Total_Bill_Amt,Total_Pay_Amt,Avg_Pay_Delay
-1.1362847692186804,0,3,2,0.9232832993760014,0,-0.5501303991618492,-0.41964828340726545,1.2034193869788479
0.25091325790568636,0,1,1,1.8994956727591141,1,1.5592329624115742,0.018277148830507035,2.222421928258976
0.867445714405405,1,1,2,0.3809430919409388,0,-0.6711545221660988,-0.45552172025574217,-0.6647519387013872
-0.5197523127189618,1,1,2,-0.9206734059032116,0,-0.7022474680858177,-0.3965762241606959,-1.8535882368615368
-0.0573529703441729,1,2,1,0.1640070089669137,0,-0.7006487033104455,-0.3396684313039505,-1.00441945246143
-0.8280185409688211,1,2,2,-1.3545455718512618,0,-0.19052684927457902,-0.41784064343780486,0.1844168456987197
-0.5968188697814266,0,2,2,-0.05292907400711135,0,0.2226682440797409,-0.3275408104179332,0.1844168456987197
1.4839781709051234,0,1,1,0.8148152578889889,0,-0.5576343214765701,1.4613161364508873,-0.6647519387013872
-0.13441952740663773,0,1,2,-0.9206734059032116,0,0.5510998316663018,-0.1289469101367414,0.1844168456987197
-0.9050850980312859,1,3,1,-1.4630136133382743,0,-0.4909076216095511,-0.4585618420225623,0.1844168456987197
-1.1362847692186804,0,2,1,0.2724750504539262,1,-0.46608857634046924,-0.4273061036415257,0.01458308881869833
-0.21148608446910255,0,1,2,-0.37833319846814895,0,-0.675582073380927,-0.30698301403797695,-1.8535882368615368
1.638111285030053,1,1,2,-0.5952692814421741,0,-0.36235323749691734,0.169773811361935,-0.6647519387013872
2.4087768556547013,0,1,1,2.9841760876292396,0,6.56056952943965,1.631530089211548,0.8637518732188052
-0.9050850980312859,1,3,2,-1.4630136133382743,1,-0.17070163928408988,-0.40783289124324584,0.1844168456987197
-0.8280185409688211,1,2,2,-1.029141447390224,0,0.18927592147320157,-0.2986021378159325,1.8827544144989334
-0.7509519839063563,1,2,2,-1.2460775303642493,0,-0.6270396766591634,-0.05190858125645781,-1.3440869662214727
-0.6738854268438914,1,2,1,0.055538967479901176,0,-0.6645566543534012,-0.3104832623424779,-0.8345856955814086
1.4069116138426587,0,1,2,1.7910276312721016,0,-0.6826724766351314,-0.2695484335795115,-0.8345856955814086
-0.28855264153156734,0,2,2,0.2724750504539262,0,1.0818976387279873,4.208189400952552,-0.32508442494134443
1.4839781709051234,0,2,1,-0.05292907400711135,0,-0.7132386466815811,-0.5207282238813747,-1.3440869662214727
1.252778499717729,1,1,1,-0.4868012399551615,0,0.972965655894634,0.017406195027039665,0.5240843594587624
-0.9050850980312859,0,3,1,1.248687423837039,0,-0.4662940189310443,-0.40569658946115605,0.5240843594587624
0.867445714405405,0,2,1,0.5978791749149638,0,1.5403770200279006,0.14652098811841938,2.3922556851389976
-0.5197523127189618,1,1,2,-1.2460775303642493,0,0.17122858005499622,-0.22713462665971376,0.1844168456987197
-0.9050850980312859,0,2,2,0.5978791749149638,0,-0.3978895379076626,-0.4308227850366581,0.1844168456987197
-1.0592182121562155,0,1,2,-1.2460775303642493,1,-0.4017086629888649,-0.4170025558156004,1.2034193869788479
0.5591794861555457,0,1,2,-0.8122053644161991,0,-0.6919727046777006,-0.3949164820069184,-0.8345856955814086
-0.6738854268438914,0,2,2,-1.029141447390224,1,-0.45079890661882854,-0.3941934260191342,0.5240843594587624
1.7922443991549828,0,2,1,-0.1613971154941239,0,-0.5224246221072518,0.4305998258644651,-0.8345856955814086
0.5591794861555457,1,2,2,0.2724750504539262,0,-0.15927850447224565,-0.33876461131922025,-0.15525066806132304
-0.9050850980312859,0,3,2,0.1640070089669137,1,0.052859407452023895,-0.35253554126838355,2.3922556851389976
2.1775771844673066,0,1,1,0.4894111334279513,1,-0.711610909233179,-0.5207282238813747,-1.3440869662214727
-0.442685755656497,1,1,1,1.3571554653240516,0,-0.711610909233179,-0.5207282238813747,-1.3440869662214727
1.0986453855927993,1,2,1,-0.05292907400711135,1,3.5724939675451175,0.3662149767704056,0.5240843594587624
-1.1362847692186804,0,1,2,-0.9206734059032116,0,-0.41635303226575066,-0.44993446944104587,0.1844168456987197
-1.1362847692186804,0,2,2,-1.3545455718512618,0,-0.711610909233179,-0.5207282238813747,-1.3440869662214727
0.25091325790568636,0,3,2,1.7910276312721016,0,0.9152968671684801,-0.15827997691389717,0.1844168456987197
0.09678014378075674,0,1,1,0.055538967479901176,1,1.0501435890873154,-0.2779950421640819,0.1844168456987197
-0.9050850980312859,0,2,1,1.6825595897850891,1,-0.6311511623500301,-0.4188430619663239,0.1844168456987197
-0.8280185409688211,0,3,1,2.116431755733139,0,-0.015937521596943362,-0.3972992801484801,1.3732531438588693
-1.0592182121562155,1,1,2,-1.3545455718512618,0,-0.6252828791218104,0.0032573039933527694,-1.00441945246143
0.5591794861555457,0,1,2,0.5978791749149638,0,-0.6819033838601584,-0.3737506612735982,-0.15525066806132304
1.9463775132799124,0,2,1,-0.1613971154941239,0,2.8438918200708194,0.35530340459111626,0.1844168456987197
1.252778499717729,0,3,1,1.1402193823500264,0,2.895004883054137,0.2860707937607761,0.1844168456987197
-1.0592182121562155,1,2,2,-1.4630136133382743,0,-0.38637421731799626,-0.43100354903360416,0.1844168456987197
0.5591794861555457,0,2,1,-0.1613971154941239,0,-0.5069374114331351,-0.4446923135296102,1.2034193869788479
-0.13441952740663773,0,1,2,-0.9206734059032116,0,-0.3406843119499857,-0.19206641125217852,0.1844168456987197
0.3279798149681512,1,2,1,-0.26986515698113644,0,-0.5976798233625004,-0.4049406672921089,0.1844168456987197
-0.9050850980312859,1,3,1,1.6825595897850891,1,-0.693352857465666,-0.4191717237789531,-1.1742532093414513
-0.9050850980312859,0,1,2,-1.2460775303642493,0,-0.16289482084223922,-0.3734877318234948,0.1844168456987197
0.5591794861555457,0,1,2,1.248687423837039,1,-0.711610909233179,-0.5207282238813747,-1.3440869662214727
0.09678014378075674,0,2,2,-0.8122053644161991,0,-0.7015284190188051,-0.429031578157829,-0.8345856955814086
-0.9050850980312859,0,2,2,-1.3545455718512618,0,-0.4495741527134775,-0.2988815003566673,1.3732531438588693
0.019713586718291914,0,2,2,-0.7037373229291866,0,-0.5325387188740218,0.5613250618377279,-1.8535882368615368
-1.1362847692186804,0,1,2,-0.7037373229291866,0,-0.6417867672313368,-0.13223352826303336,-0.6647519387013872
-0.9050850980312859,0,1,2,-0.8122053644161991,0,-0.5847000658451454,-0.4026893338755989,0.6939181163387838
0.019713586718291914,1,2,2,-0.9206734059032116,1,-0.4350219692144138,-0.45907126783213753,0.1844168456987197
0.25091325790568636,0,1,2,-0.1613971154941239,0,1.3804083567128536,0.9089506610556287,0.6939181163387838
-0.6738854268438914,1,2,1,-1.3545455718512618,0,-0.5484420824880213,-0.45300745738912884,1.5430869007388905
0.7133126002804753,1,1,1,2.658771963168202,0,-0.6561993551239841,-0.11862692922018464,-0.6647519387013872
-0.21148608446910255,0,2,1,-0.37833319846814895,0,0.37176425337051,-0.253411138579418,0.5240843594587624
-0.6738854268438914,0,1,2,-1.1376094888772366,0,-0.03594710314307675,0.5145564859005933,0.1844168456987197
1.4069116138426587,0,1,2,0.5978791749149638,0,-0.6991157855192319,-0.446187724777073,-0.6647519387013872
0.867445714405405,1,2,1,2.224899797220152,0,1.84752159457565,1.6681594482290718,0.1844168456987197
-1.0592182121562155,1,3,2,-1.029141447390224,0,-0.527049714274556,-0.3777603353876744,0.1844168456987197
-0.21148608446910255,0,1,1,-0.1613971154941239,0,-0.12430848812526486,0.060822420475356485,0.1844168456987197
0.25091325790568636,1,1,2,0.1640070089669137,0,0.8039417153180882,-0.1499976992356414,0.1844168456987197
0.25091325790568636,1,3,2,-0.5952692814421741,0,1.970099706406044,0.10024540490022857,0.1844168456987197
0.3279798149681512,0,3,1,1.031751340863014,1,1.4098498602698735,0.5518267354527441,4.260427010819233
-0.9050850980312859,0,3,1,2.333367838707164,0,-0.5012060899319655,-0.45828247948182743,1.0335856300988266
-1.0592182121562155,0,1,2,0.5978791749149638,0,-0.2833526597827242,-0.38679853523497726,1.8827544144989334
-0.9050850980312859,0,2,2,-0.9206734059032116,0,-0.7026662549050667,-0.4773448646143208,0.1844168456987197
0.9445122714678698,0,3,1,1.248687423837039,0,-0.7020314899777773,-0.4816832005410262,-0.6647519387013872
0.6362460432180105,1,1,1,-0.1613971154941239,0,1.7087714634358895,0.1341304377822987,0.5240843594587624
-0.8280185409688211,1,2,1,1.1402193823500264,0,-0.31572830495385384,-0.3563973175667766,0.1844168456987197
-0.442685755656497,1,1,2,-0.9206734059032116,0,0.7089429543327073,-0.17399001155757274,0.1844168456987197
1.5610447279675883,0,1,2,1.5740915482980766,0,-0.5454921375977133,0.4972031421937717,-1.8535882368615368
-0.5197523127189618,0,2,1,-0.9206734059032116,0,0.10512610959780132,0.3979801409610174,0.6939181163387838
-0.5968188697814266,1,2,1,-0.05292907400711135,0,0.5340849709597043,-0.1156196736346275,0.5240843594587624
-0.9050850980312859,1,2,2,-1.4630136133382743,0,-0.26027197489543097,-0.4090653730406053,0.1844168456987197
0.7903791573429401,0,2,2,0.1640070089669137,0,-0.23696214250326558,-0.20849950188363833,0.1844168456987197
1.0215788285303347,1,1,2,-0.5952692814421741,0,-0.6805838102976188,-0.3260618322611018,-0.8345856955814086
-0.9050850980312859,1,2,2,-1.4630136133382743,0,-0.5699424397555067,-0.00885388380203311,0.01458308881869833
-0.9050850980312859,1,1,2,-1.2460775303642493,1,-0.7420822596224402,-0.5207282238813747,-1.3440869662214727
1.4839781709051234,0,1,2,-0.7037373229291866,0,-0.7114081005219703,-0.5194628759027523,-1.00441945246143
-0.28855264153156734,0,3,1,2.224899797220152,1,0.36979411160448294,-0.28244840972520746,2.222421928258976
-0.6738854268438914,0,1,2,-0.5952692814421741,0,-0.6704591780133833,-0.42206394773009004,-0.32508442494134443
-0.9050850980312859,0,2,2,-0.5952692814421741,0,-0.13088528490303175,-0.41391313477688596,1.0335856300988266
-1.1362847692186804,1,2,2,-1.4630136133382743,0,-0.4905915560855895,-0.40712626834609306,0.1844168456987197
-0.6738854268438914,1,2,1,-0.7037373229291866,0,0.14060446466248697,-0.37611702632452837,0.5240843594587624
0.5591794861555457,0,1,2,0.1640070089669137,0,-0.4001257014896907,0.8627901094718581,0.01458308881869833
-0.6738854268438914,1,3,2,-0.05292907400711135,0,-0.3705577717230863,-0.044168595569040243,0.01458308881869833
2.5629099697796307,1,1,1,1.248687423837039,0,0.8140452765673929,3.136456096150006,0.1844168456987197
-0.8280185409688211,1,2,1,-1.2460775303642493,1,-0.12572288134499288,-0.34264282070824476,0.1844168456987197
-1.1362847692186804,0,2,2,-1.1376094888772366,0,-0.5775359139686833,-0.43276188973117036,0.01458308881869833
-0.5197523127189618,1,2,1,0.2724750504539262,1,-0.4683695158717252,-0.4287029163451998,1.0335856300988266
1.4839781709051234,1,1,2,-0.37833319846814895,0,-0.2808504743846952,2.754189541880988,-0.49491818182136577
0.25091325790568636,1,3,2,1.248687423837039,1,2.4031674195794475,0.07060010940107507,2.222421928258976
-0.28855264153156734,1,2,1,-0.1613971154941239,0,-0.5595254468616068,-0.23484174616586842,0.1844168456987197
-1.1362847692186804,1,2,2,-0.4868012399551615,0,-0.38028995598173615,-0.49180598437000544,3.411258226419126
1.0986453855927993,0,1,2,-0.37833319846814895,0,0.22009757781818684,0.14348086635159932,0.1844168456987197
-0.8280185409688211,1,1,2,-0.9206734059032116,1,-0.36915918177955637,-0.4097719959377581,0.8637518732188052
0.09678014378075674,1,1,2,-0.7037373229291866,0,-0.5908370047687325,-0.14472267714294282,-0.8345856955814086
0.09678014378075674,1,1,2,-1.2460775303642493,0,-0.531877615153069,0.10483023718640586,-0.15525066806132304
-0.9050850980312859,0,2,1,0.055538967479901176,0,-0.48807356741136243,-0.08507055815074371,-0.15525066806132304
-0.9050850980312859,1,1,2,-1.2460775303642493,1,-0.10908729926714918,-0.38709433086634354,2.0525881713789547
-0.13441952740663773,1,2,1,-0.1613971154941239,0,-0.7073545601771634,-0.4941723494209357,-1.8535882368615368
-1.1362847692186804,1,1,2,-1.4630136133382743,0,-0.43897542214329965,-0.11374630130264107,0.01458308881869833
2.5629099697796307,1,1,1,-0.1613971154941239,0,-0.6946039501646806,-0.16148442958703182,-1.3440869662214727
-1.0592182121562155,1,3,2,-1.4630136133382743,1,-0.40119769039179365,-0.4730229617782469,1.0335856300988266
0.09678014378075674,1,1,1,0.2724750504539262,0,-0.7096354997084193,-0.5207282238813747,-1.8535882368615368
-0.21148608446910255,0,1,2,-0.4868012399551615,0,-0.36690984880069655,0.10865914730353599,0.8637518732188052
-0.21148608446910255,1,1,2,-1.029141447390224,0,-0.5424210342565534,0.29828058009995073,-0.6647519387013872
-0.3656191985940322,0,2,2,-1.029141447390224,0,1.102852782966639,-0.04167076579305835,0.1844168456987197
1.4839781709051234,1,2,1,1.3571554653240516,0,2.456363881141545,0.09551267479836814,0.1844168456987197
-1.1362847692186804,0,3,1,0.8148152578889889,0,-0.45101225084750257,-0.0024614115463952443,-0.15525066806132304
-0.5197523127189618,0,1,1,1.248687423837039,0,-0.7036223531150505,-0.4381848096395521,-0.8345856955814086
0.3279798149681512,1,2,1,0.5978791749149638,1,-0.6861755361923721,-0.4058937865487336,-0.8345856955814086
-0.6738854268438914,1,2,2,-1.2460775303642493,1,0.3193079119103557,-0.2933271157232339,0.1844168456987197
1.252778499717729,1,1,1,1.5740915482980766,0,-0.660350349005346,-0.3421333948986695,-1.1742532093414513
0.405046372030616,0,1,2,-1.2460775303642493,0,0.3945631131656042,1.1880667054309735,-0.32508442494134443
0.3279798149681512,1,1,1,0.2724750504539262,1,-0.7053317408238093,-0.32555240645152655,-0.49491818182136577
-0.9821516550937507,1,3,1,0.8148152578889889,0,-0.1428378294675116,-0.3826245302145865,0.1844168456987197
-1.0592182121562155,0,2,2,0.3809430919409388,0,-0.4387331052415958,-0.38116198514838656,0.5240843594587624
2.3317102985922364,0,2,2,-0.9206734059032116,0,4.5635700955139304,0.39443059338462205,1.5430869007388905
-1.0592182121562155,0,3,1,0.7063472164019764,0,-0.7023659926573033,-0.4798098282090398,-0.32508442494134443
0.5591794861555457,1,2,1,0.055538967479901176,1,-0.7265608085165611,-0.5207282238813747,-1.3440869662214727
-0.6738854268438914,0,2,2,0.055538967479901176,0,0.5284432013569903,-0.20028295656790843,0.5240843594587624
-0.442685755656497,1,3,0,-0.4868012399551615,0,0.48376733954502316,-0.077790699001007,0.1844168456987197
1.0986453855927993,1,1,2,0.2724750504539262,0,-0.695565316133397,-0.4440185568137203,-1.1742532093414513
1.4839781709051234,1,1,1,0.4894111334279513,1,1.0940845985560719,0.006773985388485168,1.2034193869788479
1.252778499717729,1,3,2,1.031751340863014,0,4.570418181866431,0.6825519714260069,0.1844168456987197
1.0215788285303347,1,2,2,-0.05292907400711135,0,3.0583001360088797,0.7048845415941608,0.1844168456987197
1.1757119426552642,1,2,2,-0.26986515698113644,0,0.44010025353036664,0.16725954849532168,0.1844168456987197
-0.9050850980312859,1,3,2,0.1640070089669137,1,-0.06902862798438719,0.043206147318431566,1.2034193869788479
0.019713586718291914,1,1,2,-0.8122053644161991,0,1.322012617281588,0.2770818931853676,0.1844168456987197
1.4069116138426587,0,3,1,0.9232832993760014,0,-0.689528464625731,-0.43660723293893194,-1.00441945246143
-1.1362847692186804,0,2,1,0.1640070089669137,0,-0.4259377192798851,-0.39642832634501274,0.1844168456987197
-0.9050850980312859,0,2,2,-1.3545455718512618,1,-0.17824770366867224,-0.3716143594915084,0.5240843594587624
-1.1362847692186804,1,3,2,-1.2460775303642493,0,-0.5432744111712496,-0.4363771696700915,0.6939181163387838
-0.9050850980312859,1,1,2,-1.2460775303642493,0,-0.36148932506475573,-0.4101006577503873,0.1844168456987197
-1.1362847692186804,0,2,2,-1.3545455718512618,1,-0.4622984239322968,-0.30381142754610524,1.0335856300988266
-0.9050850980312859,0,2,1,-1.029141447390224,0,-0.19129330817018583,0.3327736373353849,-0.49491818182136577
0.17384670084322154,0,2,2,-0.1613971154941239,1,1.4693939711048658,0.05257300897836366,1.2034193869788479
-0.8280185409688211,1,2,1,-0.26986515698113644,0,-0.24859071990568482,-0.42319783098366076,0.1844168456987197
-0.6738854268438914,0,1,2,-0.05292907400711135,0,-0.6013777899928506,0.07567793440619615,-0.8345856955814086
-0.13441952740663773,1,2,2,-0.9206734059032116,0,0.3413613838447738,-0.3132604546591946,0.1844168456987197
0.3279798149681512,1,1,2,-0.4868012399551615,0,-0.6638586763213193,-0.19224717524912457,-1.5139207231014942
0.5591794861555457,1,3,1,1.5740915482980766,1,2.747270589395769,0.3173100990511812,0.1844168456987197
-0.21148608446910255,1,2,3,0.5978791749149638,1,-0.4064654491244864,-0.2972874905654157,0.1844168456987197
-0.8280185409688211,1,1,2,-0.8122053644161991,0,-0.5945718457102116,-0.48317861178848903,0.1844168456987197
-0.9050850980312859,0,1,2,0.3809430919409388,0,-0.07620331537831472,-0.3103846637986892,0.1844168456987197
-0.9050850980312859,1,2,2,-0.9206734059032116,0,-0.265868968548917,-0.39008515336126925,0.1844168456987197
0.09678014378075674,1,1,2,-0.37833319846814895,0,-0.6730667185860663,-0.4251205025875415,0.1844168456987197
-1.0592182121562155,1,1,2,0.4894111334279513,0,-0.7099963411816087,-0.5109505349556561,1.2034193869788479
-1.1362847692186804,1,2,2,0.4894111334279513,0,-0.5011929205351336,-0.42347719352439556,-0.15525066806132304
0.6362460432180105,1,2,1,4.28579258547339,0,-0.5445781814575912,-0.32801737004624554,-0.6647519387013872
-0.5197523127189618,1,2,2,-0.9206734059032116,0,-0.1940588815048495,-0.38499089526551666,0.1844168456987197
1.252778499717729,0,1,2,-1.1376094888772366,0,-0.03732462205167591,-0.2704522535642418,0.5240843594587624
